#weight  minuslogpost      logA        n_s     omega_b  omega_cdm  theta_s_1e2    tau_reio           A_s       H0  minuslogprior  minuslogprior__0       chi2  chi2__my_cl_like
1 -19051.526 3.0649345 0.95739687 0.022185806 0.12327927 1.0412661 0.054819061 2.1433059e-09 65.86455 -3.5494364 -3.5494364 -38095.953 -38095.953
1 -19051.529 3.0650573 0.95740386 0.022185843  0.1232773 1.0412656 0.054885698 2.1435689e-09 65.86509 -3.5494364 -3.5494364 -38095.958 -38095.958
1 -19051.627 3.0638064 0.95768135 0.022188087 0.12318146 1.0412546  0.05442552 2.1408894e-09 65.89619 -3.5494364 -3.5494364 -38096.154 -38096.154
3 -19051.631 3.0646705 0.95773537 0.022189792 0.12309138 1.0412423 0.054924785 2.1427401e-09 65.92444 -3.5494364 -3.5494364 -38096.163 -38096.163
2 -19051.498 3.0431809 0.95729025 0.022271052 0.12356449 1.0414461 0.043639597 2.0971847e-09 65.90434 -3.5494364 -3.5494364 -38095.898 -38095.898
3 -19051.518 3.0465793 0.95986712 0.022300353 0.12240821 1.0410408 0.047544998 2.1043239e-09 66.19197 -3.5494364 -3.5494364 -38095.936 -38095.936
2 -19051.345 3.0474258 0.96448625 0.022360579 0.12078831  1.041218 0.050742722 2.1061059e-09 66.86762 -3.5494364 -3.5494364 -38095.591 -38095.591
1 -19048.892 3.0235008 0.95456353 0.022327439 0.12513599 1.0413748 0.032666944 2.0563152e-09 65.40177 -3.5494364 -3.5494364 -38090.685 -38090.685
4 -19048.553 3.0097578 0.95697848 0.022352437    0.12465 1.0413833 0.026879431 2.0282486e-09 65.59035 -3.5494364 -3.5494364 -38090.007 -38090.007
1 -19048.768 3.0220433 0.95658841 0.022323702 0.12466244 1.0413171 0.033139632 2.0533205e-09 65.53813 -3.5494364 -3.5494364 -38090.437 -38090.437
4  -19049.96 2.9926826 0.95300218 0.022150758 0.12563315 1.0410074 0.016414594   1.99391e-09 64.95424 -3.5494364 -3.5494364 -38092.821 -38092.821
2 -19050.032 2.9874128 0.95626609 0.022141115 0.12524842 1.0413019 0.014632537   1.98343e-09 65.17104 -3.5494364 -3.5494364 -38092.965 -38092.965
1 -19050.831 3.0014106 0.95744989 0.022153477 0.12408828 1.0409537 0.022867458 2.0113891e-09 65.45717 -3.5494364 -3.5494364 -38094.564 -38094.564
1 -19051.222 3.0122074 0.95472347 0.022251231 0.12287198 1.0411331 0.028214726 2.0332231e-09 66.01891 -3.5494364 -3.5494364 -38095.346 -38095.346
1 -19051.164 3.0457666 0.96711076  0.02258408 0.11809305 1.0416244 0.051891476 2.1026144e-09 68.16381 -3.5494364 -3.5494364 -38095.228 -38095.228
3  -19051.67 3.0803571 0.96412496 0.022564659  0.1192698 1.0416312 0.067517323 2.1766173e-09 67.72704 -3.5494364 -3.5494364 -38096.241 -38096.241
9 -19050.977 3.0933404 0.96223585 0.022559837 0.11930517 1.0417362 0.073500227 2.2050613e-09 67.74527 -3.5494364 -3.5494364 -38094.855 -38094.855
3 -19050.908 3.0796812 0.96278841 0.022541674 0.11909318 1.0415674 0.067384066 2.1751468e-09 67.74767 -3.5494364 -3.5494364 -38094.717 -38094.717
6 -19049.891  3.036341 0.96151259 0.022592777 0.11970543 1.0420199  0.04357714 2.0828891e-09 67.72825 -3.5494364 -3.5494364 -38092.683 -38092.683
7 -19050.016   3.03658 0.96201734 0.022592788 0.11955025  1.042028  0.04394036 2.0833869e-09 67.78601 -3.5494364 -3.5494364 -38092.933 -38092.933
4 -19049.648 3.0301551 0.95569756 0.022410371  0.1227795 1.0416488 0.036505224 2.0700442e-09  66.3664 -3.5494364 -3.5494364 -38092.198 -38092.198
1 -19050.326  3.041893 0.95654333 0.022418572 0.12268657 1.0417133  0.04286182 2.0944854e-09 66.42721 -3.5494364 -3.5494364 -38093.553 -38093.553
7 -19050.819 3.0203211 0.95983398   0.0223694 0.12229757 1.0417311 0.033068507 2.0497873e-09 66.52225 -3.5494364 -3.5494364 -38094.539 -38094.539
2 -19047.415 3.0193402 0.96561266 0.022652391 0.12020019 1.0423577  0.03604443 2.0477776e-09 67.72097 -3.5494364 -3.5494364 -38087.731 -38087.731
1 -19047.397 3.0255761 0.96573443 0.022655418 0.12014296  1.042388 0.039266728 2.0605872e-09  67.7541 -3.5494364 -3.5494364 -38087.694 -38087.694
2 -19045.762 3.0201612 0.96468589 0.022650014 0.12091806 1.0425342 0.035254846 2.0494596e-09  67.5257 -3.5494364 -3.5494364 -38084.424 -38084.424
3 -19046.941 3.0036344  0.9643486 0.022565518 0.12117284 1.0424204  0.02705508 2.0158668e-09 67.32127 -3.5494364 -3.5494364 -38086.783 -38086.783
1  -19048.12 3.0075915 0.96206515 0.022640868 0.11926993 1.0420776 0.030128217 2.0238596e-09 67.94616 -3.5494364 -3.5494364  -38089.14  -38089.14
6 -19048.051 3.0331303 0.96355571 0.022656819 0.11836219 1.0420786 0.044320872 2.0762123e-09 68.28577 -3.5494364 -3.5494364 -38089.003 -38089.003
4 -19048.452 3.0089862 0.95801742 0.022488237 0.12100733 1.0420645 0.028562754 2.0266843e-09 67.18958 -3.5494364 -3.5494364 -38089.806 -38089.806
3 -19047.165 3.0500236 0.95652905 0.022504121 0.12179459 1.0422826 0.047964398 2.1115842e-09 67.00275 -3.5494364 -3.5494364  -38087.23  -38087.23
1  -19047.44 3.0493765 0.95635384 0.022487156  0.1220262 1.0422655 0.047401143 2.1102183e-09 66.90132 -3.5494364 -3.5494364 -38087.781 -38087.781
3 -19047.763 3.0887366 0.96245466 0.022595028 0.11906956 1.0425139 0.070548976  2.194933e-09 68.12226 -3.5494364 -3.5494364 -38088.428 -38088.428
2 -19048.536 3.0816914 0.96297427 0.022572782 0.11866802 1.0424063 0.067542107 2.1795237e-09 68.20952 -3.5494364 -3.5494364 -38089.972 -38089.972
1 -19049.864   3.08845 0.96622237 0.022584816 0.11858792 1.0423295 0.072397695 2.1943041e-09 68.22341 -3.5494364 -3.5494364 -38092.628 -38092.628
3 -19047.696 3.0978858 0.96843981 0.022619508 0.11749546 1.0424732 0.078839128 2.2151069e-09 68.69769 -3.5494364 -3.5494364 -38088.294 -38088.294
2 -19048.885 3.0430048  0.9676026 0.022329964 0.11775997 1.0419002 0.051652877 2.0968154e-09 68.14586 -3.5494364 -3.5494364 -38090.672 -38090.672
2 -19049.559 3.0312322 0.97160973 0.022369555 0.11630266 1.0418558 0.047412154 2.0722751e-09 68.69857 -3.5494364 -3.5494364 -38092.019 -38092.019
4 -19049.627 2.9670095 0.96877261 0.022297433 0.11820899 1.0418577 0.012849581 1.9433716e-09 67.93999 -3.5494364 -3.5494364 -38092.155 -38092.155
4 -19051.569 2.9924246 0.96443543 0.022333274 0.11922331 1.0417498  0.02345423 1.9933955e-09 67.57303 -3.5494364 -3.5494364 -38096.039 -38096.039
2 -19050.915 2.9982078  0.9654666 0.022309708 0.11940066 1.0416691 0.025491432 2.0049571e-09 67.46155 -3.5494364 -3.5494364 -38094.731 -38094.731
6 -19051.269 2.9967076 0.96540117 0.022293921 0.11943371 1.0416397  0.02484154 2.0019515e-09 67.42565 -3.5494364 -3.5494364  -38095.44  -38095.44
1 -19051.278 2.9919829 0.96479886 0.022261508 0.11976891 1.0415916 0.022100724 1.9925154e-09 67.26129 -3.5494364 -3.5494364 -38095.458 -38095.458
1 -19050.106 2.9920588 0.96987831 0.022302772 0.11781862 1.0415313 0.025129453 1.9926665e-09 67.97634 -3.5494364 -3.5494364 -38093.114 -38093.114
7 -19049.577 3.0262025 0.96793997 0.022291912 0.11876501 1.0411571 0.041040325 2.0618784e-09 67.50098 -3.5494364 -3.5494364 -38092.056 -38092.056
5 -19049.649 3.0098821 0.97008697  0.02226169 0.11839947 1.0412239 0.033981971 2.0285008e-09 67.62699 -3.5494364 -3.5494364   -38092.2   -38092.2
2 -19050.176 3.0113619 0.96883822 0.022257195 0.11887906   1.04126 0.033923329 2.0315049e-09 67.46317 -3.5494364 -3.5494364 -38093.253 -38093.253
3 -19050.334 3.0113206 0.96874888 0.022253685 0.11891159 1.0412627 0.033891019  2.031421e-09 67.44928 -3.5494364 -3.5494364 -38093.569 -38093.569
1  -19048.97 3.0085696 0.97133232 0.022300206 0.11737194 1.0411656 0.034581651 2.0258401e-09 68.01334 -3.5494364 -3.5494364 -38090.841 -38090.841
1 -19049.592 2.9947817 0.97007262 0.022340292 0.11766615 1.0413145 0.026920395 1.9980998e-09 67.99285 -3.5494364 -3.5494364 -38092.086 -38092.086
1 -19049.503 3.0118416 0.95787849 0.022080346 0.12086727 1.0408184 0.030937194 2.0324795e-09 66.45367 -3.5494364 -3.5494364 -38091.908 -38091.908
2 -19049.477  3.024368 0.95794353 0.022118606 0.12063687 1.0408145 0.037392619 2.0580993e-09 66.56754 -3.5494364 -3.5494364 -38091.854 -38091.854
7 -19050.529 2.9979809 0.95784902 0.022041068 0.12138129 1.0411268 0.023173447 2.0045023e-09 66.34134 -3.5494364 -3.5494364  -38093.96  -38093.96
3 -19049.818  3.020849 0.95729168 0.022125619  0.1210013 1.0408903 0.035284277 2.0508697e-09 66.47155 -3.5494364 -3.5494364 -38092.537 -38092.537
3 -19049.702 3.0361503 0.95870137 0.022176809 0.12012731  1.040965 0.043940324 2.0824919e-09 66.84918 -3.5494364 -3.5494364 -38092.305 -38092.305
4 -19049.882 2.9908996 0.95556547 0.021963714 0.12295168 1.0407065 0.018226207 1.9903581e-09 65.59069 -3.5494364 -3.5494364 -38092.666 -38092.666
2 -19050.411  2.994813  0.9684326  0.02213353 0.11978449 1.0413587 0.026132379 1.9981622e-09 67.06231 -3.5494364 -3.5494364 -38093.724 -38093.724
2  -19049.86  2.987193  0.9652328 0.022088425 0.12022531 1.0416785 0.021179667 1.9829942e-09 66.97238 -3.5494364 -3.5494364 -38092.621 -38092.621
3 -19050.147 2.9863589 0.95987812 0.022038272 0.12175029 1.0413844 0.018390429 1.9813409e-09 66.29617 -3.5494364 -3.5494364 -38093.195 -38093.195
1  -19049.88 3.0083287 0.95587115 0.022038091 0.12295134 1.0414091  0.02728029 2.0253523e-09 65.89036 -3.5494364 -3.5494364 -38092.661 -38092.661
5 -19049.217 3.0180895 0.95606746 0.021981997 0.12312552 1.0415356 0.031997266 2.0452181e-09 65.82197 -3.5494364 -3.5494364 -38091.335 -38091.335
3 -19049.115 3.0165258  0.9556344 0.021968709 0.12328045 1.0415655  0.03084347 2.0420224e-09 65.76694 -3.5494364 -3.5494364  -38091.13  -38091.13
1 -19049.874 2.9806181 0.95541793 0.021953465 0.12313137  1.041318 0.012644247  1.969999e-09  65.7222 -3.5494364 -3.5494364 -38092.648 -38092.648
1 -19050.422 2.9829302 0.96391648 0.022031726 0.11992253 1.0413449  0.01869329 1.9745591e-09 66.91699 -3.5494364 -3.5494364 -38093.746 -38093.746
4 -19051.543  2.991761 0.96497598 0.022104419 0.11962422  1.041424  0.02334397 1.9920732e-09 67.11457 -3.5494364 -3.5494364 -38095.987 -38095.987
3 -19051.964 3.0065993  0.9614857 0.022144275 0.12170478 1.0412282  0.02760335 2.0218526e-09 66.35589 -3.5494364 -3.5494364 -38096.828 -38096.828
5 -19052.037 3.0026301 0.96103994 0.022143773 0.12178931 1.0412068  0.02550075 2.0138434e-09 66.31902 -3.5494364 -3.5494364 -38096.975 -38096.975
1 -19052.017 3.0054965 0.96040045 0.022137752 0.12222621 1.0412083  0.02646149 2.0196242e-09 66.16307 -3.5494364 -3.5494364 -38096.935 -38096.935
7 -19052.694 3.0146377  0.9614251 0.022204448 0.12132509 1.0414347 0.031881253 2.0381705e-09  66.6109 -3.5494364 -3.5494364 -38098.288 -38098.288
1 -19052.635 3.0195223 0.96172823 0.022249604 0.12085108 1.0415859 0.034590497 2.0481505e-09 66.86761 -3.5494364 -3.5494364 -38098.172 -38098.172
2 -19052.712 3.0239513 0.96132414  0.02224029 0.12093521 1.0415633 0.036687831 2.0572419e-09 66.82222 -3.5494364 -3.5494364 -38098.325 -38098.325
1 -19050.335 3.0159352 0.96804445 0.022256718 0.11729474 1.0413369 0.037503546 2.0408167e-09 68.05947 -3.5494364 -3.5494364 -38093.572 -38093.572
8 -19051.119 3.0113747 0.96878996 0.022171987 0.11813355 1.0415966 0.034431715 2.0315309e-09 67.76617 -3.5494364 -3.5494364  -38095.14  -38095.14
6 -19050.602 3.0122151 0.96981874 0.022163857 0.11755102 1.0415292 0.035775498 2.0332388e-09 67.94691 -3.5494364 -3.5494364 -38094.105 -38094.105
6 -19047.446 3.0261989 0.96279174 0.022106833 0.11855461 1.0414159  0.03943573 2.0618711e-09 67.49552 -3.5494364 -3.5494364 -38087.793 -38087.793
4 -19049.427 3.0084243  0.9607158 0.022103274 0.12015158 1.0416697 0.028796487 2.0255459e-09 67.00886 -3.5494364 -3.5494364 -38091.755 -38091.755
2 -19048.825  3.002753 0.96787869 0.022299188 0.11665489 1.0414519 0.031367992 2.0140908e-09  68.3699 -3.5494364 -3.5494364 -38090.551 -38090.551
6 -19049.673 3.0113472 0.96925221 0.022334443  0.1164926 1.0415699  0.03607991  2.031475e-09 68.50089 -3.5494364 -3.5494364 -38092.247 -38092.247
1 -19051.264 3.0315454 0.96860996 0.022370218 0.11709484 1.0416878 0.045359801 2.0729242e-09 68.35269 -3.5494364 -3.5494364 -38095.429 -38095.429
2  -19051.46 3.0137489 0.96602783 0.022125192 0.12052709 1.0415788 0.034319307 2.0363598e-09 66.86621 -3.5494364 -3.5494364 -38095.821 -38095.821
3 -19051.646 3.0176805 0.96036648 0.022061366 0.12221098 1.0414912  0.03357562 2.0443817e-09 66.19309 -3.5494364 -3.5494364 -38096.193 -38096.193
1  -19051.58 3.0159178 0.95956809 0.022042316 0.12254854 1.0414677 0.032196147 2.0407813e-09 66.05182 -3.5494364 -3.5494364 -38096.062 -38096.062
7 -19051.419 3.0590217 0.95695361 0.022119321 0.12299106 1.0412734 0.052894822 2.1306702e-09 65.90527 -3.5494364 -3.5494364 -38095.739 -38095.739
1 -19050.992 3.0590234 0.95555979 0.022078282 0.12369325 1.0412728 0.051882017 2.1306738e-09 65.62857 -3.5494364 -3.5494364 -38094.886 -38094.886
2  -19050.51 3.0800051 0.95685358 0.022128434 0.12311779 1.0414427 0.063262508 2.1758513e-09 65.92625 -3.5494364 -3.5494364 -38093.922 -38093.922
1 -19045.805 3.0638802 0.94841045 0.022027829 0.12677344 1.0412468 0.050412464 2.1410472e-09 64.54434 -3.5494364 -3.5494364 -38084.511 -38084.511
4  -19045.82 3.0677201 0.94777813 0.022007323 0.12682036 1.0410614 0.052127479 2.1492846e-09 64.44938 -3.5494364 -3.5494364 -38084.542 -38084.542
4 -19046.229 3.0520408 0.94737561 0.022070986 0.12744237 1.0412518 0.042700922 2.1158481e-09 64.36565 -3.5494364 -3.5494364 -38085.359 -38085.359
2 -19046.859 3.0313481 0.95148732 0.022221643 0.12279556 1.0411834  0.03612001 2.0725154e-09 66.03497 -3.5494364 -3.5494364 -38086.619 -38086.619
1  -19048.11 3.0355591 0.95346255 0.022307075 0.12189098  1.041558 0.039526623 2.0812612e-09 66.54849 -3.5494364 -3.5494364 -38089.121 -38089.121
5 -19047.815 3.0321317 0.95443568 0.022350813 0.12134504 1.0417603 0.038602192   2.07414e-09 66.84513 -3.5494364 -3.5494364 -38088.531 -38088.531
4 -19048.471 3.0511373 0.97141706 0.022631257 0.11519945 1.0421132 0.057206542 2.1139372e-09 69.43099 -3.5494364 -3.5494364 -38089.843 -38089.843
2 -19049.138 3.0686936 0.97040162 0.022641813 0.11547065 1.0419731 0.065657998 2.1513779e-09 69.29247 -3.5494364 -3.5494364 -38091.178 -38091.178
2 -19051.179 3.0643195 0.97026254 0.022476067 0.11662583 1.0417051 0.062339655 2.1419881e-09 68.62586 -3.5494364 -3.5494364 -38095.258 -38095.258
4  -19051.04 3.0772903 0.97271469 0.022461478 0.11588984 1.0417994 0.070553126 2.1699524e-09 68.91504 -3.5494364 -3.5494364 -38094.981 -38094.981
1 -19051.279 3.0528577  0.9671343 0.022283322 0.11918084  1.042169 0.053325355 2.1175773e-09 67.68303 -3.5494364 -3.5494364  -38095.46  -38095.46
3 -19050.889 3.0520204 0.97120803 0.022342925 0.11816694 1.0421614 0.054923018 2.1158049e-09 68.09821 -3.5494364 -3.5494364 -38094.679 -38094.679
2 -19050.814 3.0521261 0.97134059 0.022351425 0.11808593 1.0421727 0.055042424 2.1160285e-09 68.13895 -3.5494364 -3.5494364  -38094.53  -38094.53
6 -19050.194 3.0400907 0.97187082 0.022301115 0.11751718  1.041908 0.049433783  2.090714e-09 68.21033 -3.5494364 -3.5494364 -38093.289 -38093.289
1 -19050.056  3.041956 0.97074529 0.022252505 0.11867458 1.0419153  0.04919173 2.0946173e-09 67.75122 -3.5494364 -3.5494364 -38093.013 -38093.013
1 -19049.273 3.0476258 0.97173554 0.022256986 0.11863939 1.0418685 0.052334435 2.1065272e-09 67.75222 -3.5494364 -3.5494364 -38091.447 -38091.447
8 -19051.227 3.0697102 0.96911441 0.022248753 0.11862921 1.0413269 0.063552897 2.1535661e-09 67.56731 -3.5494364 -3.5494364 -38095.356 -38095.356
1 -19051.505 3.0307465 0.96406899 0.022257282 0.12027187 1.0414157 0.040981584 2.0712689e-09 67.02121 -3.5494364 -3.5494364 -38095.911 -38095.911
3 -19051.954 3.0576168 0.96539103 0.022359015 0.11917372 1.0411145 0.056773897  2.127679e-09 67.40163 -3.5494364 -3.5494364  -38096.81  -38096.81
4  -19051.32 3.0605947 0.96423205 0.022365602 0.11948515 1.0410301 0.057430944 2.1340245e-09 67.26872 -3.5494364 -3.5494364 -38095.541 -38095.541
4 -19049.343 3.0953378 0.96335817 0.022360563 0.12077015 1.0408219 0.074229427   2.20947e-09   66.742 -3.5494364 -3.5494364 -38091.586 -38091.586
1 -19049.441 3.0923846 0.96259935 0.022279288 0.12169892 1.0408759 0.071768598 2.2029547e-09 66.36302 -3.5494364 -3.5494364 -38091.783 -38091.783
7 -19049.447 3.0879464 0.96238869 0.022274072 0.12182714 1.0408751 0.069318462 2.1931991e-09 66.31361 -3.5494364 -3.5494364 -38091.795 -38091.795
3 -19048.677 3.0476444 0.96931231  0.02241834 0.11806544 1.0409072 0.053510006 2.1065663e-09  67.7829 -3.5494364 -3.5494364 -38090.255 -38090.255
1 -19050.028 3.0193729 0.95788231  0.02212029 0.12473395 1.0411996 0.031220008 2.0478446e-09  65.2908 -3.5494364 -3.5494364 -38092.958 -38092.958
 9 -19050.617 3.0131196 0.95760458 0.022131427 0.12460313 1.0411924 0.028280843 2.0350787e-09 65.34249 -3.5494364 -3.5494364 -38094.135 -38094.135
 4 -19050.378 3.0250233 0.95874509 0.022031021 0.12292892 1.0406254 0.036255519 2.0594485e-09 65.63231 -3.5494364 -3.5494364 -38093.658 -38093.658
 2 -19050.911  3.059199 0.95745751 0.022096973 0.12142455 1.0413807  0.05352749 2.1310481e-09 66.46108 -3.5494364 -3.5494364 -38094.724 -38094.724
 1 -19051.399 3.0680216 0.95997336 0.022269403 0.12014462  1.041529 0.058929016 2.1499327e-09 67.11482 -3.5494364 -3.5494364   -38095.7   -38095.7
 7 -19051.058 3.0677285 0.95884702 0.022243892 0.12072818 1.0415162 0.057927607 2.1493025e-09 66.88226 -3.5494364 -3.5494364 -38095.016 -38095.016
 4 -19051.155 3.0566765 0.95968632 0.022191958  0.1208057 1.0414693 0.052429935 2.1256793e-09 66.79245 -3.5494364 -3.5494364  -38095.21  -38095.21
 2 -19052.782  3.070635 0.96759287 0.022313955 0.11826065 1.0415579 0.064190527 2.1555586e-09 67.83595 -3.5494364 -3.5494364 -38098.466 -38098.466
 1 -19051.074 3.0562567 0.97166756  0.02233026 0.11645096 1.0415808 0.059180652 2.1247871e-09 68.51606 -3.5494364 -3.5494364 -38095.049 -38095.049
 1 -19050.858 3.0512096 0.97229718 0.022368195 0.11635103 1.0416266 0.056736678 2.1140901e-09 68.60249 -3.5494364 -3.5494364 -38094.616 -38094.616
 1 -19051.275 3.0564211 0.97228604 0.022363905 0.11694667 1.0418897 0.058582023 2.1251365e-09 68.46883 -3.5494364 -3.5494364 -38095.452 -38095.452
 7 -19051.319 3.0402045 0.97183013 0.022326681 0.11740082 1.0419249 0.050062077 2.0909519e-09 68.28144 -3.5494364 -3.5494364 -38095.539 -38095.539
 9 -19051.575 3.0170624 0.97041895 0.022282878 0.11794477 1.0417308 0.038367878 2.0431185e-09 67.97956 -3.5494364 -3.5494364 -38096.051 -38096.051
 3 -19051.685 3.0201132 0.97030535 0.022284868 0.11787729 1.0417131 0.039898956  2.049361e-09 67.99984 -3.5494364 -3.5494364 -38096.272 -38096.272
 4 -19051.283 3.0187712 0.96993022 0.022275617 0.11857547 1.0420034 0.038556575 2.0466127e-09  67.8372 -3.5494364 -3.5494364 -38095.468 -38095.468
 1 -19051.184 3.0221217 0.97052629 0.022296463 0.11835401 1.0420337 0.040491326 2.0534814e-09 67.94585 -3.5494364 -3.5494364  -38095.27  -38095.27
10 -19051.207 3.0217867 0.96895145  0.02221779 0.11991307  1.041897 0.038682154 2.0527936e-09 67.27261 -3.5494364 -3.5494364 -38095.315 -38095.315
 1 -19050.871 3.0226654 0.96963196 0.022241621 0.11969234 1.0419539 0.039228701 2.0545982e-09  67.3914 -3.5494364 -3.5494364 -38094.644 -38094.644
 1 -19051.347 3.0499543 0.96729928 0.022142664 0.12068092 1.0417256 0.051595527 2.1114378e-09  66.8769 -3.5494364 -3.5494364 -38095.595 -38095.595
 1 -19051.034 3.0498676 0.96607272 0.022140039 0.12133157 1.0416786 0.050675749 2.1112549e-09 66.63144 -3.5494364 -3.5494364 -38094.968 -38094.968
 7 -19051.057  3.069628 0.95883956 0.022006867 0.12305553  1.041561 0.057697744 2.1533891e-09 65.87678 -3.5494364 -3.5494364 -38095.016 -38095.016
8 -19049.701 3.0462029 0.95750289 0.021913284 0.12369744 1.0413265 0.044691294 2.1035319e-09 65.49581 -3.5494364 -3.5494364 -38092.303 -38092.303
8 -19050.759 3.0396333 0.95938457 0.022092657 0.12337557 1.0413339 0.042164146 2.0897578e-09 65.76988 -3.5494364 -3.5494364  -38094.42  -38094.42
5 -19050.878  3.062918 0.95885608 0.022004275  0.1234707 1.0411764 0.054228369 2.1389881e-09 65.60548 -3.5494364 -3.5494364 -38094.658 -38094.658
1 -19049.803 3.0679175 0.95544562  0.02198075 0.12480972  1.041143 0.055341421 2.1497089e-09 65.12049 -3.5494364 -3.5494364 -38092.508 -38092.508
1 -19050.572 3.0831458 0.96082199 0.022079956  0.1225081 1.0412218 0.066606386 2.1826957e-09 66.01823 -3.5494364 -3.5494364 -38094.045 -38094.045
5 -19051.353 3.0536506 0.96485837 0.022158778 0.12014071 1.0414896 0.054633746 2.1192569e-09 67.00289 -3.5494364 -3.5494364 -38095.608 -38095.608
2 -19051.794 3.0204549 0.96423787 0.022086835  0.1204768 1.0411118 0.037381564 2.0500616e-09 66.69385 -3.5494364 -3.5494364 -38096.489 -38096.489
1 -19051.767 3.0209486 0.96423735 0.022086077 0.12044506 1.0411009 0.037657095  2.051074e-09 66.70071 -3.5494364 -3.5494364 -38096.436 -38096.436
1 -19050.641 3.0249194 0.95719586 0.021911612 0.12306726 1.0411688  0.03564404 2.0592344e-09 65.65701 -3.5494364 -3.5494364 -38094.183 -38094.183
1  -19050.16 3.0470279 0.95411304 0.022060115 0.12298977 1.0413437  0.04544155  2.105268e-09 65.87545 -3.5494364 -3.5494364  -38093.22  -38093.22
4 -19048.841 3.0042746  0.9531164 0.022013229 0.12315172 1.0413458  0.02319596 2.0171578e-09  65.7784 -3.5494364 -3.5494364 -38090.583 -38090.583
2 -19049.401 3.0076069 0.95574559 0.022116637  0.1217387 1.0415817 0.026747064 2.0238908e-09 66.43651 -3.5494364 -3.5494364 -38091.704 -38091.704
1 -19050.622  2.996598 0.95930084 0.022133869 0.12257033 1.0416602 0.022517432 2.0017322e-09   66.191 -3.5494364 -3.5494364 -38094.145 -38094.145
1 -19050.574 2.9950955  0.9589712 0.022131913 0.12268283 1.0416546 0.021583011 1.9987268e-09 66.14869 -3.5494364 -3.5494364 -38094.049 -38094.049
1 -19051.309 3.0120681 0.96000247 0.022172165 0.12133976 1.0414564 0.031480042   2.03294e-09 66.58376 -3.5494364 -3.5494364  -38095.52  -38095.52
6 -19052.406 2.9922741 0.95985169 0.022166705 0.12161022 1.0414977 0.020364135 1.9930956e-09 66.49853 -3.5494364 -3.5494364 -38097.713 -38097.713
2 -19052.578 2.9931288 0.95995844 0.022157033 0.12173607  1.041386 0.020810565 1.9947998e-09 66.40897 -3.5494364 -3.5494364 -38098.057 -38098.057
5 -19051.642 3.0671784 0.96799806 0.022444923 0.11759326 1.0415151 0.063620361 2.1481206e-09 68.18133 -3.5494364 -3.5494364 -38096.185 -38096.185
2 -19051.549 3.0710136 0.96877759 0.022448465 0.11736094 1.0414928 0.065903271  2.156375e-09 68.26135 -3.5494364 -3.5494364     -38096     -38096
3 -19052.769 3.0611331 0.96470745  0.02230065 0.11888936 1.0415256 0.058329207 2.1351737e-09  67.5876 -3.5494364 -3.5494364  -38098.44  -38098.44
 1  -19052.49 3.0654987 0.96586698 0.022348961 0.11840088 1.0416314 0.061328824 2.1445153e-09 67.84187 -3.5494364 -3.5494364 -38097.882 -38097.882
20 -19052.844  3.057327 0.96379242 0.022328106 0.12013608 1.0419073 0.054832213 2.1270625e-09 67.29737 -3.5494364 -3.5494364 -38098.589 -38098.589
 3 -19052.429 3.0550452 0.96276475 0.022357673 0.12050171 1.0419652 0.053258986 2.1222145e-09 67.21481 -3.5494364 -3.5494364  -38097.76  -38097.76
12 -19052.388 3.0548645 0.96232002 0.022356068 0.12056506 1.0419493 0.053034685 2.1218311e-09 67.18578 -3.5494364 -3.5494364 -38097.678 -38097.678
 9 -19052.459 3.0654496 0.96312084 0.022432367 0.12009041 1.0418835 0.058927084   2.14441e-09 67.40032 -3.5494364 -3.5494364  -38097.82  -38097.82
 4 -19052.707 3.0565559 0.96298093 0.022418183 0.12023084 1.0417991 0.054269143 2.1254229e-09 67.30967 -3.5494364 -3.5494364 -38098.316 -38098.316
 2 -19049.804 3.0826821 0.96588903 0.022510593 0.12080488 1.0419834 0.067671599 2.1816838e-09 67.25368 -3.5494364 -3.5494364 -38092.509 -38092.509
 3 -19048.493 3.0767706 0.96732915 0.022476214 0.12033625 1.0416431 0.064819152  2.168825e-09 67.27318 -3.5494364 -3.5494364 -38089.888 -38089.888
 1 -19049.118 3.0731019 0.96697673 0.022493891 0.12040542 1.0416055 0.063122463 2.1608827e-09 67.25236 -3.5494364 -3.5494364 -38091.136 -38091.136
 4 -19047.111 3.1043883 0.95963145 0.022523347 0.12219232 1.0423707 0.075084837 2.2295576e-09 66.91205 -3.5494364 -3.5494364 -38087.123 -38087.123
 5 -19046.657 3.0824215 0.95807386 0.022471326 0.12303498 1.0424278 0.063229558 2.1811154e-09 66.59374 -3.5494364 -3.5494364 -38086.215 -38086.215
 4 -19047.856 3.0877214 0.95607767 0.022442315 0.12260962  1.042212 0.065886012 2.1927057e-09 66.64133 -3.5494364 -3.5494364 -38088.612 -38088.612
 3 -19047.981 3.0888041 0.95625121 0.022439888 0.12256591 1.0422072 0.066532401 2.1950812e-09 66.65255 -3.5494364 -3.5494364 -38088.863 -38088.863
 1 -19050.438 3.0627632 0.95501053 0.022171189 0.12409843 1.0416787 0.052703221 2.1386571e-09 65.70967 -3.5494364 -3.5494364 -38093.777 -38093.777
 4 -19050.756 3.0425213 0.96084622 0.022222737 0.12273822 1.0419211 0.044140652 2.0958019e-09 66.30053 -3.5494364 -3.5494364 -38094.414 -38094.414
